scope,intervention_id,family,mode,direction,source_group,direct_group_id,layer,concept_count,positive_concept_count,fraction,fraction_ci_low,fraction_ci_high
discovery,group.selected_attention_12.named_concept.rescue,selected_random_source_group,source_contribution,rescue,named_concept,,,4,3,0.3094126458671903,0.28905379675992715,0.33631828153156773
discovery,group.selected_attention_12.named_concept.induction,selected_random_source_group,source_contribution,induction,named_concept,,,4,3,0.3489015938451713,0.33056804969925757,0.36847784363943015
discovery,group.selected_attention_12.trigger_other.rescue,selected_random_source_group,source_contribution,rescue,trigger_other,,,4,3,0.2611777073264056,0.23140520250819152,0.2919220098332233
discovery,group.selected_attention_12.trigger_other.induction,selected_random_source_group,source_contribution,induction,trigger_other,,,4,3,0.2529763175225888,0.21491399258921873,0.2890216469655257
discovery,group.selected_attention_12.original_prompt.rescue,selected_random_source_group,source_contribution,rescue,original_prompt,,,4,4,0.09301972770498858,0.07944591865472352,0.10697965902266232
discovery,group.selected_attention_12.original_prompt.induction,selected_random_source_group,source_contribution,induction,original_prompt,,,4,4,0.04810542263085829,0.03279275084835563,0.06629513514457046
discovery,group.selected_attention_12.template.rescue,selected_random_source_group,source_contribution,rescue,template,,,4,4,0.012553044318855535,0.009136687514240151,0.016387756210167595
discovery,group.selected_attention_12.template.induction,selected_random_source_group,source_contribution,induction,template,,,4,4,0.009458328027064221,0.006380505513636832,0.013248225814123297
discovery,group.selected_attention_12.response.rescue,selected_random_source_group,source_contribution,rescue,response,,,4,4,0.1646099725770412,0.14755601389301148,0.18402771110322072
discovery,group.selected_attention_12.response.induction,selected_random_source_group,source_contribution,induction,response,,,4,4,0.06050834764151219,0.04618028274995358,0.07817045634063673
discovery,group.selected_attention_12.trigger_instruction.rescue,selected_random_source_group,source_contribution,rescue,trigger_instruction,,,4,4,0.5778071735892222,0.5413502506027027,0.6164733081753772
discovery,group.selected_attention_12.trigger_instruction.induction,selected_random_source_group,source_contribution,induction,trigger_instruction,,,4,4,0.6054158339489307,0.5634862834149629,0.6470011763460481
discovery,group.selected_attention_12.all_prompt.rescue,selected_random_source_group,source_contribution,rescue,all_prompt,,,4,4,0.7970714309398854,0.761695438122666,0.831545589348864
discovery,group.selected_attention_12.all_prompt.induction,selected_random_source_group,source_contribution,induction,all_prompt,,,4,4,0.7825651521548465,0.741668257142507,0.8200372808893203
discovery,group.random_attention_12.monitoring_language.rescue,selected_random_source_group,source_contribution,rescue,monitoring_language,,,4,2,0.00014992643715695323,-5.104990993118827e-05,0.0004422967287170161
discovery,group.random_attention_12.monitoring_language.induction,selected_random_source_group,source_contribution,induction,monitoring_language,,,4,3,0.00041690179864511316,0.00017826194121672135,0.0007711099547762502
discovery,group.random_attention_12.named_concept.rescue,selected_random_source_group,source_contribution,rescue,named_concept,,,4,1,-0.0009483568834212871,-0.0014127772972902396,-0.00048396186507519066
discovery,group.random_attention_12.named_concept.induction,selected_random_source_group,source_contribution,induction,named_concept,,,4,4,0.0015222676460165578,0.000801729903807981,0.0025881165645782037
discovery,group.random_attention_12.trigger_other.rescue,selected_random_source_group,source_contribution,rescue,trigger_other,,,4,3,-0.001351637478373884,-0.002295171140153522,-0.0005162274202019868
discovery,group.random_attention_12.trigger_other.induction,selected_random_source_group,source_contribution,induction,trigger_other,,,4,3,0.0005543612268857196,9.703977054727119e-05,0.000986471569703316
discovery,group.random_attention_12.original_prompt.rescue,selected_random_source_group,source_contribution,rescue,original_prompt,,,4,3,0.0022065502036133664,0.0011225285007826762,0.0034559081594160647
discovery,group.random_attention_12.original_prompt.induction,selected_random_source_group,source_contribution,induction,original_prompt,,,4,3,0.00390087677500514,0.001958977657241221,0.006713654621510894
discovery,group.random_attention_12.template.rescue,selected_random_source_group,source_contribution,rescue,template,,,4,3,0.0008308282556506944,0.00023085234264018164,0.0015027847777797391
discovery,group.random_attention_12.template.induction,selected_random_source_group,source_contribution,induction,template,,,4,1,9.880866554138121e-05,-0.0004569164093103366,0.0007840185164124824
discovery,group.random_attention_12.response.rescue,selected_random_source_group,source_contribution,rescue,response,,,4,2,-0.000694681375591658,-0.004963435068608235,0.004100444777517288
discovery,group.random_attention_12.response.induction,selected_random_source_group,source_contribution,induction,response,,,4,1,-0.004640269222088288,-0.007501934941856412,-0.002345701300261303
discovery,group.random_attention_12.trigger_instruction.rescue,selected_random_source_group,source_contribution,rescue,trigger_instruction,,,4,2,-0.002021463242112284,-0.003106791383696191,-0.0010970701913983654
discovery,group.random_attention_12.trigger_instruction.induction,selected_random_source_group,source_contribution,induction,trigger_instruction,,,4,4,0.002254119265392515,0.0013751909619891779,0.003315478832509306
discovery,group.random_attention_12.all_prompt.rescue,selected_random_source_group,source_contribution,rescue,all_prompt,,,4,3,0.0008955722534143675,-0.0007516389580354424,0.0026172688477114976
discovery,group.random_attention_12.all_prompt.induction,selected_random_source_group,source_contribution,induction,all_prompt,,,4,4,0.005900963661691304,0.0034787517360793606,0.009284196048225864
discovery,direct.selected_attention_12.rescue,direct_response_output,direct_output,rescue,,selected_attention_12,,4,4,0.8918850312990849,0.865687643608707,0.913582695334589
discovery,direct.selected_attention_12.induction,direct_response_output,direct_output,induction,,selected_attention_12,,4,4,0.9001317576256889,0.8652415800602204,0.9287489753008334
discovery,direct.random_attention_12.rescue,direct_response_output,direct_output,rescue,,random_attention_12,,4,2,0.0014561294225824127,-0.0030827696893726735,0.006427301767146208
discovery,direct.random_attention_12.induction,direct_response_output,direct_output,induction,,random_attention_12,,4,2,0.0016747856116386217,-0.0006539407340718449,0.0044873817117516215
discovery,direct.random_attention_16.rescue,direct_response_output,direct_output,rescue,,random_attention_16,,4,3,-0.014879796840985325,-0.020425513068859293,-0.008984346563068055
discovery,direct.random_attention_16.induction,direct_response_output,direct_output,induction,,random_attention_16,,4,4,0.017698084581587864,0.01255202195323418,0.023803898873182745
discovery,direct.selected_mlp_4.rescue,direct_response_output,direct_output,rescue,,selected_mlp_4,,4,4,0.6449679763378977,0.5985946690612933,0.6873152377906757
discovery,direct.selected_mlp_4.induction,direct_response_output,direct_output,induction,,selected_mlp_4,,4,4,0.5249636234809066,0.48788986656744865,0.5609019154672663
discovery,direct.layer_09.mlp.rescue,direct_response_output,direct_output,rescue,,layer_09.mlp,,4,4,0.030724330680995997,0.02455694981604214,0.03775272882398031
discovery,direct.layer_09.mlp.induction,direct_response_output,direct_output,induction,,layer_09.mlp,,4,4,0.008855521300435366,0.005347014086910838,0.013672565408424446
discovery,direct.layer_10.mlp.rescue,direct_response_output,direct_output,rescue,,layer_10.mlp,,4,3,0.07842609272611258,0.05913321519583651,0.09627423241251475
discovery,direct.layer_10.mlp.induction,direct_response_output,direct_output,induction,,layer_10.mlp,,4,3,0.06253274730048122,0.038878071923840365,0.09301261856950799
discovery,direct.layer_11.mlp.rescue,direct_response_output,direct_output,rescue,,layer_11.mlp,,4,4,0.3207172932389658,0.28557697035984175,0.35654736746417676
discovery,direct.layer_11.mlp.induction,direct_response_output,direct_output,induction,,layer_11.mlp,,4,4,0.21452400163350982,0.16927961317996634,0.2635073787558471
discovery,direct.layer_12.mlp.rescue,direct_response_output,direct_output,rescue,,layer_12.mlp,,4,4,0.1111012480012378,0.08353675143670285,0.14171763533488888
discovery,direct.layer_12.mlp.induction,direct_response_output,direct_output,induction,,layer_12.mlp,,4,3,0.10498050970452764,0.0732178912138216,0.14200239166688433
discovery,direct.selected_k16.rescue,direct_response_output,direct_output,rescue,,selected_k16,,4,4,0.9334404308038997,0.9126158594357875,0.9498969636281831
discovery,direct.selected_k16.induction,direct_response_output,direct_output,induction,,selected_k16,,4,4,0.9213276113033766,0.8952853743349986,0.9419367073361851
discovery,direct.resid_post_layer12_positive_control.rescue,direct_response_output,direct_output,rescue,,resid_post_layer12_positive_control,,4,4,1.0,1.0,1.0
discovery,direct.resid_post_layer12_positive_control.induction,direct_response_output,direct_output,induction,,resid_post_layer12_positive_control,,4,4,1.0,1.0,1.0
validation,layer_scan.layer_00.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,0,7,2,-0.0005157704943156118,-0.0009681935898552736,-0.00010512076054424791
validation,layer_scan.layer_00.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,0,7,1,-0.000498036456192536,-0.0009244588350648737,-0.00014607057138937108
validation,layer_scan.layer_00.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,0,7,1,-0.000298937283552107,-0.0006229869281236598,-7.13738876541777e-05
validation,layer_scan.layer_00.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,0,7,3,-0.00016690781487899072,-0.0004856814789807909,9.000610123463978e-05
validation,layer_scan.layer_00.template.rescue,layer_source_scan,source_contribution,rescue,template,,0,7,1,-0.00041170925951691876,-0.0007015961141020615,-0.00014147498331369934
validation,layer_scan.layer_00.response.rescue,layer_source_scan,source_contribution,rescue,response,,0,7,2,-0.0002200510806404904,-0.0006240524100983062,0.00010247766329463355
validation,layer_scan.layer_00.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,0,7,2,-0.0007790329330267798,-0.0012851158018311623,-0.00030733489509370194
validation,layer_scan.layer_01.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,1,7,4,0.0001630220439771228,-0.00012059343026747729,0.0004282512220782557
validation,layer_scan.layer_01.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,1,7,4,4.4613000740954235e-05,-0.0003977848172827579,0.000376047559117235
validation,layer_scan.layer_01.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,1,7,2,-0.00017794113597913996,-0.0004832220999494689,7.169632980350348e-05
validation,layer_scan.layer_01.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,1,7,1,-0.00014618305494330303,-0.0004068740425951036,0.00010523258203461923
validation,layer_scan.layer_01.template.rescue,layer_source_scan,source_contribution,rescue,template,,1,7,1,-0.0001733568255504359,-0.0005194376074707131,0.00010505375676173512
validation,layer_scan.layer_01.response.rescue,layer_source_scan,source_contribution,rescue,response,,1,7,2,-0.00044224681329412967,-0.0008191362066083039,-0.00016062217915223793
validation,layer_scan.layer_01.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,1,7,6,0.0006936370492920833,0.00042801494192847776,0.0009931480862863389
validation,layer_scan.layer_02.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,2,7,2,-0.00018349289694307526,-0.0005577259570641002,9.058002697817099e-05
validation,layer_scan.layer_02.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,2,7,2,-0.00014244030026317034,-0.00038338609751056537,5.3075754986850086e-05
validation,layer_scan.layer_02.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,2,7,2,-0.0003165063593494995,-0.0007165239216603044,-4.1575200542949625e-05
validation,layer_scan.layer_02.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,2,7,2,-0.00032334124275940795,-0.0006226844131663332,-9.022974872222608e-05
validation,layer_scan.layer_02.template.rescue,layer_source_scan,source_contribution,rescue,template,,2,7,2,-0.0002917021370637205,-0.0007140873099704599,5.403845033921391e-05
validation,layer_scan.layer_02.response.rescue,layer_source_scan,source_contribution,rescue,response,,2,7,1,-0.0003779873487205317,-0.0006828028931460233,-0.00013983954092840266
validation,layer_scan.layer_02.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,2,7,3,-0.00017804506742606185,-0.00046845517599038063,5.632222255964201e-05
validation,layer_scan.layer_03.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,3,7,3,6.339898025088077e-05,-0.00038077668375973545,0.0004607381265891488
validation,layer_scan.layer_03.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,3,7,4,0.0013269740984313083,0.0004496251177622486,0.002271293607925848
validation,layer_scan.layer_03.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,3,7,4,-0.00036404020569803997,-0.0006900256230602538,-9.687496162597252e-05
validation,layer_scan.layer_03.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,3,7,1,-0.0002137390976444822,-0.000660243036288338,0.0004314541280938697
validation,layer_scan.layer_03.template.rescue,layer_source_scan,source_contribution,rescue,template,,3,7,1,-0.00033929667527771834,-0.0005700291392224762,-0.0001428504269781051
validation,layer_scan.layer_03.response.rescue,layer_source_scan,source_contribution,rescue,response,,3,7,1,-0.0005244884447060623,-0.0008782511838709577,-0.00022082070874926242
validation,layer_scan.layer_03.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,3,7,5,0.0016312559840231133,0.0005184676635571066,0.002888537185964123
validation,layer_scan.layer_04.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,4,7,3,-0.00022956334336830128,-0.0007546065461861414,0.00024399236135195154
validation,layer_scan.layer_04.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,4,7,4,0.0005753582356739226,-0.00047937499654144634,0.0019152679327241915
validation,layer_scan.layer_04.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,4,7,4,-0.00010466180736163255,-0.0008297407540755194,0.00037982450239495475
validation,layer_scan.layer_04.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,4,7,4,0.0008170410022692588,3.4945231356453e-06,0.001620352680416191
validation,layer_scan.layer_04.template.rescue,layer_source_scan,source_contribution,rescue,template,,4,7,2,-0.00042007837169362407,-0.0009373686886782135,-4.563749234573878e-05
validation,layer_scan.layer_04.response.rescue,layer_source_scan,source_contribution,rescue,response,,4,7,3,-0.00036345102314394004,-0.0008981825598414356,0.0001228471719829212
validation,layer_scan.layer_04.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,4,7,6,0.0011023356224879178,-2.0496791200606484e-05,0.0024160552792272024
validation,layer_scan.layer_05.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,5,7,1,-0.00028234448528875213,-0.0004721671828316207,-0.00011821621785653477
validation,layer_scan.layer_05.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,5,7,6,0.0005025758761331714,0.00012043583921786341,0.0010147483588946607
validation,layer_scan.layer_05.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,5,7,4,-3.372620191048016e-05,-0.00045429856401428044,0.0002783111063612884
validation,layer_scan.layer_05.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,5,7,3,6.531210527071126e-05,-0.0005552644232785356,0.0007405623682733767
validation,layer_scan.layer_05.template.rescue,layer_source_scan,source_contribution,rescue,template,,5,7,2,-0.0006721744049321448,-0.001011531240267085,-0.0003920954377771894
validation,layer_scan.layer_05.response.rescue,layer_source_scan,source_contribution,rescue,response,,5,7,3,-0.0012351889118564937,-0.0020019667189531166,-0.0006008930993400032
validation,layer_scan.layer_05.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,5,7,6,0.0006337887587085164,0.00019514054457790098,0.0011988240483608627
validation,layer_scan.layer_06.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,6,7,5,0.04471419227831593,0.028866371374648505,0.05682359977578475
validation,layer_scan.layer_06.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,6,7,5,0.008114677808079734,0.005941137957584948,0.01052377953268279
validation,layer_scan.layer_06.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,6,7,7,0.006338977458297581,0.004213843981904931,0.008543757652059438
validation,layer_scan.layer_06.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,6,7,5,0.004534740539718865,0.002407963396217898,0.007025397138531801
validation,layer_scan.layer_06.template.rescue,layer_source_scan,source_contribution,rescue,template,,6,7,4,0.001085852087469543,-0.00020083903312136252,0.002173066273576418
validation,layer_scan.layer_06.response.rescue,layer_source_scan,source_contribution,rescue,response,,6,7,4,0.0027394649547004086,0.0015235019384337153,0.003765026497478191
validation,layer_scan.layer_06.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,6,7,6,0.0905874609756042,0.07463162252356731,0.1027503602334911
validation,layer_scan.layer_07.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,7,7,5,0.0010146914475439226,0.00016017306527237827,0.0017729134389414616
validation,layer_scan.layer_07.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,7,7,6,0.004199649408999842,0.0032393656809500096,0.005322347990301663
validation,layer_scan.layer_07.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,7,7,7,0.003932399158136839,0.002487139481104341,0.005457769995373035
validation,layer_scan.layer_07.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,7,7,6,0.0010335672868646178,5.002015343680299e-05,0.0019414789889532196
validation,layer_scan.layer_07.template.rescue,layer_source_scan,source_contribution,rescue,template,,7,7,4,-0.0003700491492257145,-0.000787660662548152,-1.9063074477097199e-06
validation,layer_scan.layer_07.response.rescue,layer_source_scan,source_contribution,rescue,response,,7,7,4,0.0017909629153767454,-0.0013513709796355116,0.004773795565344487
validation,layer_scan.layer_07.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,7,7,6,0.010319330229847073,0.008092852785654305,0.013162090433075981
validation,layer_scan.layer_08.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,8,7,2,-0.00045499101617066986,-0.0007986914714356254,-0.00011164060442829491
validation,layer_scan.layer_08.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,8,7,5,0.06291547837128277,0.05327211387522834,0.07507562732962879
validation,layer_scan.layer_08.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,8,7,4,0.01418132148458651,0.011058385164567884,0.017686896175270486
validation,layer_scan.layer_08.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,8,7,6,0.004150821872583276,-0.0002520186043347591,0.00811826182206183
validation,layer_scan.layer_08.template.rescue,layer_source_scan,source_contribution,rescue,template,,8,7,2,-0.001269185273902289,-0.001738117665185869,-0.0008171629326232373
validation,layer_scan.layer_08.response.rescue,layer_source_scan,source_contribution,rescue,response,,8,7,5,0.009313311471953883,0.005878050992260099,0.013245018305649616
validation,layer_scan.layer_08.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,8,7,6,0.07705837094918498,0.0672727457673609,0.08965191041412222
validation,layer_scan.layer_09.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,9,7,2,-0.0002865776052111922,-0.0007220104407082967,0.00015299853201504484
validation,layer_scan.layer_09.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,9,7,6,0.021306816816649362,0.017850268341053882,0.02508817461150363
validation,layer_scan.layer_09.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,9,7,6,0.005601266102669669,0.004547094277835513,0.006582840131066589
validation,layer_scan.layer_09.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,9,7,7,0.00556807009976251,0.002099298690079794,0.008525831764254142
validation,layer_scan.layer_09.template.rescue,layer_source_scan,source_contribution,rescue,template,,9,7,5,-0.0013699345493926695,-0.0027104122034020605,3.411839805071238e-05
validation,layer_scan.layer_09.response.rescue,layer_source_scan,source_contribution,rescue,response,,9,7,6,0.006931450478774271,0.0014181044069317798,0.012017201704468947
validation,layer_scan.layer_09.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,9,7,7,0.02909765686731655,0.024707976362215358,0.03387654713375409
validation,layer_scan.layer_10.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,10,7,3,-0.000280656736932182,-0.0006625108682280708,3.453785239078591e-05
validation,layer_scan.layer_10.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,10,7,5,0.05635451188419901,0.048454704317381275,0.0643503943124058
validation,layer_scan.layer_10.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,10,7,7,0.010254401229145534,0.008554328411455746,0.012174483913719622
validation,layer_scan.layer_10.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,10,7,7,0.020619768923030555,0.013884889882454331,0.027377144417157172
validation,layer_scan.layer_10.template.rescue,layer_source_scan,source_contribution,rescue,template,,10,7,2,-0.0004938646456046069,-0.002456865065117987,0.0011958505607896127
validation,layer_scan.layer_10.response.rescue,layer_source_scan,source_contribution,rescue,response,,10,7,3,-0.004606936612495302,-0.00878391227038498,-0.0013851212674084931
validation,layer_scan.layer_10.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,10,7,6,0.07102966881822001,0.062360749206570844,0.07991758311477067
validation,layer_scan.layer_11.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,11,7,4,0.0012238893994463986,0.000820658295745413,0.0016397937083589768
validation,layer_scan.layer_11.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,11,7,6,0.018184216504074403,0.01614807239001225,0.020278884813177377
validation,layer_scan.layer_11.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,11,7,7,0.15966425769573434,0.14419801370485016,0.17581150522474553
validation,layer_scan.layer_11.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,11,7,7,0.03261863116929675,0.02590062856618042,0.0396000258812544
validation,layer_scan.layer_11.template.rescue,layer_source_scan,source_contribution,rescue,template,,11,7,6,0.0035222782818876393,0.001692229663421244,0.005244854217804998
validation,layer_scan.layer_11.response.rescue,layer_source_scan,source_contribution,rescue,response,,11,7,7,0.08070505855441532,0.07262676427702619,0.08856081295434892
validation,layer_scan.layer_11.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,11,7,7,0.18509420847766528,0.1691013043446674,0.2017493361791578
validation,layer_scan.layer_12.monitoring_language.rescue,layer_source_scan,source_contribution,rescue,monitoring_language,,12,7,4,0.003685737091847809,0.0019724171778151335,0.00567427014137699
validation,layer_scan.layer_12.named_concept.rescue,layer_source_scan,source_contribution,rescue,named_concept,,12,7,4,0.020463419746843552,0.017482418335232702,0.0240305925786319
validation,layer_scan.layer_12.trigger_other.rescue,layer_source_scan,source_contribution,rescue,trigger_other,,12,7,5,0.04560783092915432,0.04021674920054626,0.052170241388683966
validation,layer_scan.layer_12.original_prompt.rescue,layer_source_scan,source_contribution,rescue,original_prompt,,12,7,7,0.014673241665270845,0.010349912833323982,0.019280244964407812
validation,layer_scan.layer_12.template.rescue,layer_source_scan,source_contribution,rescue,template,,12,7,7,0.007232715498555321,0.005980446525677589,0.008538454581484759
validation,layer_scan.layer_12.response.rescue,layer_source_scan,source_contribution,rescue,response,,12,7,7,0.06045037488384109,0.053147123117218725,0.0675073153071212
validation,layer_scan.layer_12.trigger_instruction.rescue,layer_source_scan,source_contribution,rescue,trigger_instruction,,12,7,7,0.0758188457449538,0.06826819453352277,0.08474167681233874
validation,individual.layer_11.head_08.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,7,4,4.55351858557015e-05,-0.0002328530652063472,0.0002666648325042887
validation,individual.layer_11.head_08.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,7,5,0.009586289722106036,0.008506593965378036,0.01061027074873845
validation,individual.layer_11.head_08.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,7,7,0.06859106721037192,0.055112982115426215,0.08107285908517287
validation,individual.layer_11.head_08.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,7,7,0.01771203920709415,0.0140223836777442,0.02151371570013699
validation,individual.layer_11.head_08.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,7,6,0.0012630707116703013,0.00045027065371845877,0.0019434347287468142
validation,individual.layer_11.head_08.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,7,7,0.01469482938045549,0.011338675185723908,0.017686624088130466
validation,individual.layer_10.head_12.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,10,7,3,-0.0005617696050866504,-0.000992012259848153,-0.00022735569431810618
validation,individual.layer_10.head_12.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,10,7,4,0.05212327745828948,0.04514769576757729,0.059270089862852274
validation,individual.layer_10.head_12.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,10,7,6,0.007375382507425575,0.006015871010962388,0.008995789797583486
validation,individual.layer_10.head_12.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,10,7,6,0.01024753764445124,0.006468590647779917,0.014208420262956014
validation,individual.layer_10.head_12.template.rescue,individual_selected_head,source_contribution,rescue,template,,10,7,4,0.001599658819533888,0.0008409982993325866,0.0024248214387890673
validation,individual.layer_10.head_12.response.rescue,individual_selected_head,source_contribution,rescue,response,,10,7,6,0.013723433230644235,0.01023988628144978,0.018140688914961105
validation,individual.layer_11.head_09.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,11,7,4,2.798919169282027e-05,-0.00030522435560404967,0.0002942700216474328
validation,individual.layer_11.head_09.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,11,7,5,0.010176052760288651,0.009046865500847247,0.011391029811623642
validation,individual.layer_11.head_09.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,11,7,7,0.02791680552620491,0.023813659565954846,0.0327598693170497
validation,individual.layer_11.head_09.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,11,7,7,0.008498594013683402,0.00560506273796,0.011775663338944151
validation,individual.layer_11.head_09.template.rescue,individual_selected_head,source_contribution,rescue,template,,11,7,4,0.0001921011409387746,-0.00043966969986658727,0.00072210189565228
validation,individual.layer_11.head_09.response.rescue,individual_selected_head,source_contribution,rescue,response,,11,7,7,0.006932837064675226,0.0049455178061046205,0.008833285003677176
validation,individual.layer_10.head_02.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,10,7,3,-0.00019035771436938937,-0.0004843194787736772,4.0883829688004025e-05
validation,individual.layer_10.head_02.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,10,7,6,0.006956376145023149,0.0061476472588604635,0.007943071236889192
validation,individual.layer_10.head_02.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,10,7,5,0.0029486680321387697,0.0020682309605970736,0.003913000937552763
validation,individual.layer_10.head_02.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,10,7,6,0.00719043305434996,0.005607066228655602,0.008799807578774205
validation,individual.layer_10.head_02.template.rescue,individual_selected_head,source_contribution,rescue,template,,10,7,4,0.00025627006905023223,-0.00010816147306501572,0.0006382422287659332
validation,individual.layer_10.head_02.response.rescue,individual_selected_head,source_contribution,rescue,response,,10,7,6,0.004966962956428899,0.003833315866576588,0.006144068249010107
validation,individual.layer_09.head_11.monitoring_language.rescue,individual_selected_head,source_contribution,rescue,monitoring_language,,9,7,1,-0.00032733907535733317,-0.0006341959598745678,-9.30440343432365e-05
validation,individual.layer_09.head_11.named_concept.rescue,individual_selected_head,source_contribution,rescue,named_concept,,9,7,5,0.01451522790583654,0.01301047579707565,0.016218619050775596
validation,individual.layer_09.head_11.trigger_other.rescue,individual_selected_head,source_contribution,rescue,trigger_other,,9,7,6,0.0037109951359417157,0.0028184786582132757,0.004592821048348297
validation,individual.layer_09.head_11.original_prompt.rescue,individual_selected_head,source_contribution,rescue,original_prompt,,9,7,6,0.0009690779642029018,-0.0006683413659229083,0.00295483609441395
validation,individual.layer_09.head_11.template.rescue,individual_selected_head,source_contribution,rescue,template,,9,7,6,0.0006660088320629136,-0.0003096280910113192,0.0015648197868869034
